TASK_CODE,ACTIVITY_CODE,DESCRIPTION
L210,A103,Conducted legal research on relevant case law; Drafted response and sent to client for review; Reviewed deposition transcript for key admissions
L630,A107,Prepared trial binder including witness list and exhibit summaries.
L260,A103,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Participated in internal strategy meeting
L100,A107,Reviewed case law on grow rich channels for motion in limine argument.
L670,A106,Prepared response to motion for summary judgment filed on 04/16/2025.
L200,A101,Drafted initial complaint including claims for breach of contract and negligence.
L650,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L530,A104,Prepared trial binder including witness list and exhibit summaries.
L130,A105,Filed motion to compel discovery responses served on 04/16/2025.
L160,A101,Reviewed case law on matrix bleeding-edge e-services for motion in limine argument.
L120,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L510,A101,Drafted response and sent to client for review; Prepared document production for discovery; Reviewed complaint filed by opposing counsel
L140,A102,Prepared trial binder including witness list and exhibit summaries.
L300,A101,Prepared trial binder including witness list and exhibit summaries.
L190,A103,Attended settlement conference and presented damages analysis.
L310,A106,Filed motion to compel discovery responses served on 05/08/2025.
L100,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L120,A103,Drafted initial complaint including claims for breach of contract and negligence.
L650,A103,Drafted discovery responses and coordinated with client for document production.
L400,A101,Filed motion to compel discovery responses served on 04/30/2025.
L470,A102,Attended settlement conference and presented damages analysis.
L470,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L120,A105,Prepared trial binder including witness list and exhibit summaries.
L160,A107,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel
L110,A101,Prepared trial binder including witness list and exhibit summaries.
L430,A102,Drafted initial complaint including claims for breach of contract and negligence.
L210,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L500,A106,Drafted discovery responses and coordinated with client for document production.
L160,A105,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L420,A106,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Participated in internal strategy meeting
L140,A102,Attended settlement conference and presented damages analysis.
L330,A104,Participated in internal strategy meeting; Reviewed deposition transcript for key admissions; Reviewed complaint filed by opposing counsel
L120,A106,Reviewed complaint filed by opposing counsel; Reviewed deposition transcript for key admissions; Participated in internal strategy meeting
L500,A106,Drafted and filed pretrial memorandum with factual and legal findings.
L450,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L530,A101,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L520,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L200,A104,Conducted legal research on relevant case law; Participated in internal strategy meeting; Reviewed deposition transcript for key admissions
L660,A106,Prepared trial binder including witness list and exhibit summaries.
L660,A102,Drafted discovery responses and coordinated with client for document production.
L600,A102,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L260,A103,Attended settlement conference and presented damages analysis.
L610,A101,Reviewed case law on embrace value-added eyeballs for motion in limine argument.
L690,A102,Filed motion to compel discovery responses served on 06/07/2025.
L140,A104,Drafted discovery responses and coordinated with client for document production.
L460,A102,Attended settlement conference and presented damages analysis.
L390,A104,Reviewed case law on expedite user-centric e-markets for motion in limine argument.
L310,A107,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L240,A105,Drafted and filed pretrial memorandum with factual and legal findings.
L240,A106,Reviewed complaint filed by opposing counsel; Prepared document production for discovery; Drafted response and sent to client for review
L200,A104,Drafted and filed pretrial memorandum with factual and legal findings.
L420,A103,Prepared response to motion for summary judgment filed on 04/24/2025.
L650,A102,Drafted and filed pretrial memorandum with factual and legal findings.
L230,A102,Drafted initial complaint including claims for breach of contract and negligence.
L680,A104,Drafted discovery responses and coordinated with client for document production.
L200,A101,Prepared response to motion for summary judgment filed on 06/12/2025.
L670,A101,Prepared trial binder including witness list and exhibit summaries.
L520,A101,Drafted initial complaint including claims for breach of contract and negligence.
L240,A106,Drafted discovery responses and coordinated with client for document production.
L690,A107,Drafted initial complaint including claims for breach of contract and negligence.
L230,A102,Conducted legal research on relevant case law; Participated in internal strategy meeting; Reviewed complaint filed by opposing counsel
L200,A101,Prepared trial binder including witness list and exhibit summaries.
L420,A103,Reviewed case law on iterate ubiquitous architectures for motion in limine argument.
L140,A105,Prepared response to motion for summary judgment filed on 06/06/2025.
L430,A104,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L110,A101,Drafted and filed pretrial memorandum with factual and legal findings.
L340,A104,Drafted response and sent to client for review; Conducted legal research on relevant case law; Prepared document production for discovery
L530,A101,Prepared response to motion for summary judgment filed on 05/15/2025.
L390,A106,Prepared trial binder including witness list and exhibit summaries.
L150,A101,Conducted deposition prep with {NAME_PLACEHOLDER} & outlined anticipated testimony.
L510,A104,Drafted initial complaint including claims for breach of contract and negligence.
L530,A103,Analyzed opposing expert's report and drafted rebuttal with supporting exhibits.
L610,A106,Drafted discovery responses and coordinated with client for document production.
L320,A107,Prepared trial binder including witness list and exhibit summaries.
L660,A102,Attended settlement conference and presented damages analysis.
L660,A107,Prepared response to motion for summary judgment filed on 04/21/2025.
L520,A103,Drafted discovery responses and coordinated with client for document production.
